GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,HTM,VTM,Games Played,Minutes Played,Def. Rebound %,Steal %,Block %,Def. Win Shares,Def. Box +/-,OPPONENT
Shot Chart Detail,0022400441,474,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,3,1,10,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-225,-7,1,1,MIN,SAS,82,2073,11.1,1.2,1.5,2.3,0.4,SAS
Shot Chart Detail,0022400452,144,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,1,0,38,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-100,1,1,1,OKC,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,OKC
Shot Chart Detail,0022400452,203,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,2,8,4,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,9,1,1,OKC,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,OKC
Shot Chart Detail,0022400452,396,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,3,4,37,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,25,1,1,OKC,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,OKC
Shot Chart Detail,0022400464,84,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,1,4,14,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-50,117,1,0,MIN,BOS,82,2073,11.1,1.2,1.5,2.3,0.4,BOS
Shot Chart Detail,0022400464,469,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,4,8,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-181,179,1,1,MIN,BOS,82,2073,11.1,1.2,1.5,2.3,0.4,BOS
Shot Chart Detail,0022400479,96,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,1,3,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-227,90,1,1,DET,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,DET
Shot Chart Detail,0022400479,110,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,1,2,39,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,240,11,1,0,DET,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,DET
Shot Chart Detail,0022400479,180,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,2,9,59,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,20,1,0,DET,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,DET
Shot Chart Detail,0022400479,267,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,2,3,42,Missed Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-40,11,1,0,DET,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,DET
Shot Chart Detail,0022400479,307,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,2,1,24,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,136,226,1,0,DET,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,DET
Shot Chart Detail,0022400479,491,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,3,1,14,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-237,8,1,1,DET,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,DET
Shot Chart Detail,0022400479,522,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,4,10,59,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,234,56,1,0,DET,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,DET
Shot Chart Detail,0022400479,546,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,4,8,51,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,234,15,1,0,DET,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,DET
Shot Chart Detail,0022400500,142,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,1,0,57,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-58,246,1,0,MIN,LAC,82,2073,11.1,1.2,1.5,2.3,0.4,LAC
Shot Chart Detail,0022400500,177,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,2,10,44,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-185,164,1,1,MIN,LAC,82,2073,11.1,1.2,1.5,2.3,0.4,LAC
Shot Chart Detail,0022400500,190,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,2,9,41,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-5,251,1,0,MIN,LAC,82,2073,11.1,1.2,1.5,2.3,0.4,LAC
Shot Chart Detail,0022400500,204,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,2,7,53,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-59,105,1,0,MIN,LAC,82,2073,11.1,1.2,1.5,2.3,0.4,LAC
Shot Chart Detail,0022400500,560,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,4,8,51,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,26,15,1,0,MIN,LAC,82,2073,11.1,1.2,1.5,2.3,0.4,LAC
Shot Chart Detail,0022400505,105,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,1,4,36,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,4,102,1,0,NOP,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,NOP
Shot Chart Detail,0022400505,148,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,1,1,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-120,242,1,0,NOP,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,NOP
Shot Chart Detail,0022400505,167,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,1,0,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,120,214,1,1,NOP,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,NOP
Shot Chart Detail,0022400505,190,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,2,11,39,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,7,1,1,NOP,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,NOP
Shot Chart Detail,0022400505,213,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,2,9,25,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,234,-8,1,0,NOP,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,NOP
Shot Chart Detail,0022400505,376,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,2,0,0,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,76,170,746,1,0,NOP,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,NOP
Shot Chart Detail,0022400505,515,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,3,2,15,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-180,166,1,1,NOP,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,NOP
Shot Chart Detail,0022400505,535,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,3,0,35,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,50,250,1,0,NOP,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,NOP
Shot Chart Detail,0022400505,579,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,4,9,14,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,4,1,1,NOP,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,NOP
Shot Chart Detail,0022400519,114,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,1,2,28,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-27,29,1,0,ORL,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,ORL
Shot Chart Detail,0022400519,126,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,1,1,29,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,11,1,0,ORL,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,ORL
Shot Chart Detail,0022400519,167,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,2,10,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,113,241,1,0,ORL,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,ORL
Shot Chart Detail,0022400519,187,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,2,9,29,Made Shot,Tip Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,ORL,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,ORL
Shot Chart Detail,0022400519,651,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,4,2,55,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,132,231,1,0,ORL,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,ORL
Shot Chart Detail,0022400535,62,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,1,7,38,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,227,64,1,1,MIN,MEM,82,2073,11.1,1.2,1.5,2.3,0.4,MEM
Shot Chart Detail,0022400535,148,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,1,0,57,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,99,222,1,0,MIN,MEM,82,2073,11.1,1.2,1.5,2.3,0.4,MEM
Shot Chart Detail,0022400535,203,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,2,9,41,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-21,22,1,1,MIN,MEM,82,2073,11.1,1.2,1.5,2.3,0.4,MEM
Shot Chart Detail,0022400535,216,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,2,9,15,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-23,2,1,0,MIN,MEM,82,2073,11.1,1.2,1.5,2.3,0.4,MEM
Shot Chart Detail,0022400535,236,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,2,8,5,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-49,247,1,0,MIN,MEM,82,2073,11.1,1.2,1.5,2.3,0.4,MEM
Shot Chart Detail,0022400535,517,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,3,1,58,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,19,1,1,MIN,MEM,82,2073,11.1,1.2,1.5,2.3,0.4,MEM
Shot Chart Detail,0022400535,555,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,4,11,41,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-83,241,1,0,MIN,MEM,82,2073,11.1,1.2,1.5,2.3,0.4,MEM
Shot Chart Detail,0022400535,561,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,4,10,56,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,227,79,1,0,MIN,MEM,82,2073,11.1,1.2,1.5,2.3,0.4,MEM
Shot Chart Detail,0022400535,578,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,4,9,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-27,247,1,0,MIN,MEM,82,2073,11.1,1.2,1.5,2.3,0.4,MEM
Shot Chart Detail,0022400535,597,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,4,8,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,150,199,1,0,MIN,MEM,82,2073,11.1,1.2,1.5,2.3,0.4,MEM
Shot Chart Detail,0022400548,150,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,1,0,0,Missed Shot,Pullup Jump shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,56,-181,535,1,0,WAS,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,WAS
Shot Chart Detail,0022400548,450,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,3,1,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-75,246,1,1,WAS,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,WAS
Shot Chart Detail,0022400548,535,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,4,7,52,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,248,4,1,1,WAS,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,WAS
Shot Chart Detail,0022400565,220,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,2,7,12,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-61,252,1,1,MIN,GSW,82,2073,11.1,1.2,1.5,2.3,0.4,GSW
Shot Chart Detail,0022400565,224,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,2,6,27,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,38,23,1,0,MIN,GSW,82,2073,11.1,1.2,1.5,2.3,0.4,GSW
Shot Chart Detail,0022400565,487,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,3,0,28,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,10,1,0,MIN,GSW,82,2073,11.1,1.2,1.5,2.3,0.4,GSW
Shot Chart Detail,0022400578,120,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,1,0,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-201,200,1,0,NYK,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,NYK
Shot Chart Detail,0022400578,369,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,3,3,15,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,-34,1,0,NYK,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,NYK
Shot Chart Detail,0022400578,455,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,4,9,20,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,113,220,1,1,NYK,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,NYK
Shot Chart Detail,0022400578,530,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,4,3,47,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,127,219,1,1,NYK,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,NYK
Shot Chart Detail,0022400578,554,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,4,1,25,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-137,199,1,0,NYK,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,NYK
Shot Chart Detail,0022400578,583,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,4,0,47,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,81,57,1,0,NYK,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,NYK
Shot Chart Detail,0022400590,85,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,1,5,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-109,232,1,0,MIN,CLE,82,2073,11.1,1.2,1.5,2.3,0.4,CLE
Shot Chart Detail,0022400590,115,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,1,2,58,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,229,6,1,0,MIN,CLE,82,2073,11.1,1.2,1.5,2.3,0.4,CLE
Shot Chart Detail,0022400590,141,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,1,1,28,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,MIN,CLE,82,2073,11.1,1.2,1.5,2.3,0.4,CLE
Shot Chart Detail,0022400590,158,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,2,11,48,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-188,69,1,1,MIN,CLE,82,2073,11.1,1.2,1.5,2.3,0.4,CLE
Shot Chart Detail,0022400590,178,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,2,10,21,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-4,68,1,0,MIN,CLE,82,2073,11.1,1.2,1.5,2.3,0.4,CLE
Shot Chart Detail,0022400590,182,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,2,9,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,170,189,1,0,MIN,CLE,82,2073,11.1,1.2,1.5,2.3,0.4,CLE
Shot Chart Detail,0022400590,197,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,2,8,44,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,7,20,1,0,MIN,CLE,82,2073,11.1,1.2,1.5,2.3,0.4,CLE
Shot Chart Detail,0022400590,416,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,3,4,5,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,110,226,1,0,MIN,CLE,82,2073,11.1,1.2,1.5,2.3,0.4,CLE
Shot Chart Detail,0022400590,450,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,3,1,21,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-65,28,1,0,MIN,CLE,82,2073,11.1,1.2,1.5,2.3,0.4,CLE
Shot Chart Detail,0022400590,465,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,3,0,23,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,11,26,1,0,MIN,CLE,82,2073,11.1,1.2,1.5,2.3,0.4,CLE
Shot Chart Detail,0022400601,112,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,1,3,29,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-28,37,1,0,MEM,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,MEM
Shot Chart Detail,0022400601,131,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,1,2,23,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,21,1,0,MEM,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,MEM
Shot Chart Detail,0022400601,197,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,2,11,6,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,202,157,1,0,MEM,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,MEM
Shot Chart Detail,0022400601,229,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,2,8,53,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-16,16,1,0,MEM,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,MEM
Shot Chart Detail,0022400601,253,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,2,8,8,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-22,127,1,1,MEM,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,MEM
Shot Chart Detail,0022400601,594,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,4,11,6,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,12,1,0,MEM,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,MEM
Shot Chart Detail,0022400601,628,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,4,8,14,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,191,185,1,0,MEM,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,MEM
Shot Chart Detail,0022400601,637,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,4,7,25,Missed Shot,Tip Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,MEM,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,MEM
Shot Chart Detail,0022400601,639,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,4,7,23,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,229,15,1,1,MEM,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,MEM
Shot Chart Detail,0022400601,658,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,4,6,18,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,11,-56,95,1,0,MEM,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,MEM
Shot Chart Detail,0022400614,141,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,1,1,24,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,137,207,1,0,DAL,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,DAL
Shot Chart Detail,0022400614,172,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,2,11,3,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-224,7,1,0,DAL,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,DAL
Shot Chart Detail,0022400614,234,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,2,5,23,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,10,1,1,DAL,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,DAL
Shot Chart Detail,0022400614,418,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,3,3,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,221,116,1,0,DAL,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,DAL
Shot Chart Detail,0022400614,516,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,4,10,4,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-17,-12,1,1,DAL,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,DAL
Shot Chart Detail,0022400614,527,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,4,9,27,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,164,179,1,1,DAL,MIN,82,2073,11.1,1.2,1.5,2.3,0.4,DAL
Shot Chart Detail,0022400634,83,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,1,4,0,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-142,197,1,1,MIN,DEN,82,2073,11.1,1.2,1.5,2.3,0.4,DEN
Shot Chart Detail,0022400634,89,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,1,3,30,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-156,125,1,0,MIN,DEN,82,2073,11.1,1.2,1.5,2.3,0.4,DEN
Shot Chart Detail,0022400634,93,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,1,3,15,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-26,8,1,1,MIN,DEN,82,2073,11.1,1.2,1.5,2.3,0.4,DEN
Shot Chart Detail,0022400634,172,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,2,10,2,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-51,9,1,1,MIN,DEN,82,2073,11.1,1.2,1.5,2.3,0.4,DEN
Shot Chart Detail,0022400634,428,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,3,3,6,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-224,53,1,1,MIN,DEN,82,2073,11.1,1.2,1.5,2.3,0.4,DEN
Shot Chart Detail,0022400634,487,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,4,10,15,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,228,68,1,0,MIN,DEN,82,2073,11.1,1.2,1.5,2.3,0.4,DEN
Shot Chart Detail,0022400634,509,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,4,9,3,Missed Shot,Pullup Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,230,81,1,0,MIN,DEN,82,2073,11.1,1.2,1.5,2.3,0.4,DEN
Shot Chart Detail,0022400656,135,1629638,Nickeil Alexander-Walker,1610612750,Minnesota Timberwolves,1,3,6,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-227,50,1,1,MIN,ATL,82,2073,11.1,1.2,1.5,2.3,0.4,ATL
